,date,height_RVN,flow_RVN,stock_RVN,open_RVN,high_RVN,low_RVN,close_RVN,adj_close_RVN,volume_RVN,open_BTC,high_BTC,low_BTC,close_BTC,adj_close_BTC,volume_BTC
659,2019-10-24,7150000,7150000,4686055000,0.027898000000000003,0.028485000000000003,0.02712,0.028182,0.028182,14302375.0,7509.728026999999,7532.867676000001,7446.98877,7493.48877,7493.48877,16268708849.0
660,2019-10-25,7145000,7145000,4693200000,0.028182,0.029689,0.027458999999999997,0.029673,0.029673,25148777.0,7490.703125,8691.540039,7479.984375,8660.700195,8660.700195,28705065488.0
661,2019-10-26,7155000,7155000,4700355000,0.029657,0.031958,0.028066000000000004,0.028955,0.028955,23152399.0,8667.577148,10021.744141,8662.62207,9244.972656,9244.972656,44496255609.0
662,2019-10-27,7115000,7115000,4707470000,0.028895999999999998,0.030557,0.027908,0.029711,0.029711,20557019.0,9241.707031,9749.529297,9112.541992,9551.714844,9551.714844,32593129501.0
663,2019-10-28,7175000,7175000,4714645000,0.029654000000000003,0.031629000000000004,0.029039,0.030635000000000003,0.030635000000000003,21450795.0,9565.101563,9805.118164,9256.148438,9256.148438,9256.148438,30948255332.0
664,2019-10-29,7230000,7230000,4721875000,0.030626999999999998,0.031217,0.029636000000000003,0.029939,0.029939,13493741.0,9248.44043,9516.180664,9232.648438,9427.6875,9427.6875,28426779937.0
665,2019-10-30,7080000,7080000,4728955000,0.029954,0.030052999999999996,0.028527999999999998,0.028949000000000003,0.028949000000000003,10417245.0,9422.462891,9426.874023,9085.370117,9205.726563,9205.726563,27706531577.0
666,2019-10-31,7165000,7165000,4736120000,0.029026,0.030338,0.028592000000000003,0.029172000000000003,0.029172000000000003,11969146.0,9202.458008,9383.161133,9028.717773,9199.584961,9199.584961,26583653947.0
667,2019-11-01,7125000,7125000,4743245000,0.029157,0.029442000000000003,0.028401999999999997,0.028754000000000002,0.028754000000000002,8685077.0,9193.992188,9275.657227,9132.047852,9261.104492,9261.104492,24324691031.0
668,2019-11-02,7210000,7210000,4750455000,0.028738999999999997,0.029804,0.028738999999999997,0.029401,0.029401,8757751.0,9259.783203,9377.486328,9249.587891,9324.717773,9324.717773,21242676385.0
669,2019-11-03,7045000,7045000,4757500000,0.029401,0.030527,0.029211,0.030032999999999997,0.030032999999999997,16079128.0,9324.787109,9379.806641,9141.251953,9235.354492,9235.354492,21132220847.0
670,2019-11-04,7225000,7225000,4764725000,0.030031,0.030275999999999997,0.028763,0.02945,0.02945,14962266.0,9235.607422,9505.051758,9191.485352,9412.612305,9412.612305,26170255634.0
671,2019-11-05,7125000,7125000,4771850000,0.02945,0.029695999999999997,0.028847,0.029481999999999998,0.029481999999999998,11815642.0,9413.004883,9457.417969,9256.931641,9342.527344,9342.527344,26198609048.0
672,2019-11-06,7170000,7170000,4779020000,0.029488999999999998,0.029954,0.029293,0.029567000000000003,0.029567000000000003,12478585.0,9340.864258,9423.237305,9305.90918,9360.879883,9360.879883,23133895765.0
673,2019-11-07,7185000,7185000,4786205000,0.029535000000000002,0.029781000000000002,0.029042000000000002,0.029305,0.029305,9438768.0,9352.393555,9368.476563,9202.353516,9267.561523,9267.561523,22700383839.0
674,2019-11-08,7085000,7085000,4793290000,0.029307999999999997,0.029722000000000002,0.027733999999999998,0.027971,0.027971,12691016.0,9265.368164,9272.759766,8775.53418,8804.880859,8804.880859,24333037836.0
675,2019-11-09,7155000,7155000,4800445000,0.028002,0.028898000000000004,0.027906999999999998,0.028519,0.028519,7335999.0,8809.46875,8891.818359,8793.163086,8813.582031,8813.582031,17578630606.0
676,2019-11-10,7210000,7210000,4807655000,0.028517,0.029631,0.028475999999999998,0.029456,0.029456,13788102.0,8812.489258,9103.826172,8806.162109,9055.526367,9055.526367,20587919881.0
677,2019-11-11,7115000,7115000,4814770000,0.02949,0.029554,0.027977,0.028414,0.028414,8026460.0,9056.917969,9081.279297,8700.608398,8757.788086,8757.788086,20265510765.0
678,2019-11-12,7115000,7115000,4821885000,0.028463,0.028744,0.027893,0.028417,0.028417,10007488.0,8759.751953,8853.768555,8685.427734,8815.662109,8815.662109,20309769107.0
679,2019-11-13,7255000,7255000,4829140000,0.028439,0.028607,0.027967000000000002,0.028104,0.028104,7237007.0,8812.033203,8836.841797,8761.651367,8808.262695,8808.262695,17545755405.0
680,2019-11-14,7050000,7050000,4836190000,0.028094,0.028346,0.027250999999999997,0.027474000000000002,0.027474000000000002,8290685.0,8811.936523,8826.943359,8692.551758,8708.094727,8708.094727,19084739975.0
681,2019-11-15,7175000,7175000,4843365000,0.027542,0.027617000000000003,0.026333,0.026557,0.026557,9315038.0,8705.708008,8730.873047,8484.84375,8491.992188,8491.992188,21796856471.0
682,2019-11-16,7275000,7275000,4850640000,0.026491000000000004,0.026973,0.026373,0.026864,0.026864,5030358.0,8491.166016,8591.99707,8473.973633,8550.760742,8550.760742,16495389808.0
683,2019-11-17,6995000,6995000,4857635000,0.026864,0.027257999999999998,0.026583,0.026739999999999996,0.026739999999999996,4804578.0,8549.470703,8727.789063,8500.967773,8577.975586,8577.975586,18668638897.0
684,2019-11-18,7215000,7215000,4864850000,0.026708999999999997,0.027194,0.025672000000000004,0.025954,0.025954,6732169.0,8573.980469,8653.280273,8273.573242,8309.286133,8309.286133,21579470673.0
685,2019-11-19,7145000,7145000,4871995000,0.025954,0.026262,0.024787,0.025116,0.025116,6742421.0,8305.134766,8408.516602,8099.963379000001,8206.145508,8206.145508,21083613816.0
686,2019-11-20,7190000,7190000,4879185000,0.025116,0.025303,0.024585,0.024672,0.024672,5931792.0,8203.613281,8237.240234,8010.511719,8027.268066,8027.268066,20764300437.0
687,2019-11-21,7205000,7205000,4886390000,0.024651,0.024778,0.022335,0.023037000000000002,0.023037000000000002,8274314.0,8023.644531,8110.098145,7597.381836,7642.75,7642.75,22514243371.0
688,2019-11-22,7080000,7080000,4893470000,0.023037000000000002,0.023663,0.020367,0.02175,0.02175,9687306.0,7643.569336,7697.382812999999,6936.706543000001,7296.577637,7296.577637,34242315785.0
689,2019-11-23,7190000,7190000,4900660000,0.021814,0.022966999999999998,0.0216,0.022915,0.022915,8354888.0,7296.164551000001,7442.258789,7151.417969,7397.796875,7397.796875,21008924418.0
690,2019-11-24,7070000,7070000,4907730000,0.022878,0.02295,0.021478,0.02164,0.02164,19322757.0,7398.633789,7408.577148,7029.289062999999,7047.916992,7047.916992,30433517289.0
691,2019-11-25,7020000,7020000,4914750000,0.021599,0.022452,0.019694,0.021783,0.021783,9310731.0,7039.977051000001,7319.856934,6617.166992,7146.133789,7146.133789,42685231262.0
692,2019-11-26,7115000,7115000,4921865000,0.021802000000000002,0.022727,0.021691,0.022443,0.022443,6063248.0,7145.15918,7320.230469,7098.572265999999,7218.371094,7218.371094,21129505542.0
693,2019-11-27,7255000,7255000,4929120000,0.022246000000000002,0.022981,0.02097,0.022798,0.022798,10199485.0,7220.880859000001,7619.693359000001,6974.174316,7531.663573999999,7531.663573999999,23991412764.0
694,2019-11-28,7095000,7095000,4936215000,0.022803,0.023188,0.022491,0.022629,0.022629,4669731.0,7536.820312999999,7730.072754000001,7454.121581999999,7463.105956999999,7463.105956999999,19050116751.0
695,2019-11-29,7155000,7155000,4943370000,0.022637,0.02355,0.022557,0.023378,0.023378,4408068.0,7466.727051000001,7781.179687999999,7460.756348000001,7761.243651999999,7761.243651999999,19709695456.0
696,2019-11-30,7200000,7200000,4950570000,0.023349,0.023734,0.022455000000000003,0.022678999999999998,0.022678999999999998,3279852.0,7764.057129000001,7836.102051000001,7515.849609000001,7569.629883,7569.629883,17158194786.0
697,2019-12-01,7200000,7200000,4957770000,0.022683000000000002,0.022816,0.021913,0.022385,0.022385,3854266.0,7571.616211,7571.616211,7291.341797,7424.29248,7424.29248,18720708479.0
698,2019-12-02,7145000,7145000,4964915000,0.022399000000000002,0.022844999999999997,0.021644,0.022655,0.022655,5430180.0,7424.036133,7474.818848000001,7233.399414,7321.988281,7321.988281,17082040706.0
699,2019-12-03,7170000,7170000,4972085000,0.022655,0.027369,0.022655,0.025302,0.025302,42797024.0,7323.975586,7418.858887,7229.356934,7320.145508,7320.145508,14797485769.0
700,2019-12-04,7205000,7205000,4979290000,0.025297,0.028303,0.024888,0.026518,0.026518,39412676.0,7320.125,7539.784668000001,7170.922852,7252.034668000001,7252.034668000001,21664240918.0
701,2019-12-05,7095000,7095000,4986385000,0.026425999999999998,0.026986000000000003,0.024753999999999998,0.026274000000000002,0.026274000000000002,20189229.0,7253.241698999999,7743.431640999999,7232.676758,7448.307617,7448.307617,18816085231.0
702,2019-12-06,7030000,7030000,4993415000,0.026272000000000004,0.030025,0.025578,0.028306,0.028306,41140460.0,7450.561523,7546.996581999999,7392.175293000001,7546.996581999999,7546.996581999999,18104466307.0
703,2019-12-07,7260000,7260000,5000675000,0.02843,0.033721,0.028343,0.033395999999999995,0.033395999999999995,45121253.0,7547.265625,7589.95166,7525.711426000001,7556.237793000001,7556.237793000001,15453520564.0
704,2019-12-08,7155000,7155000,5007830000,0.0335,0.034151,0.03157,0.032225,0.032225,28300193.0,7551.338867,7634.606445,7476.091309,7564.345215,7564.345215,15409908086.0
705,2019-12-09,7155000,7155000,5014985000,0.032336000000000004,0.032915,0.030312000000000002,0.030449,0.030449,19859126.0,7561.79541,7618.091797,7365.985352,7400.899414,7400.899414,17872021272.0
706,2019-12-10,7150000,7150000,5022135000,0.030444,0.030595999999999998,0.023443000000000002,0.024183,0.024183,50201385.0,7397.134276999999,7424.022948999999,7246.043945,7278.119629000001,7278.119629000001,18249031195.0
707,2019-12-11,7225000,7225000,5029360000,0.024155000000000003,0.026794,0.024116,0.025054,0.025054,17066258.0,7277.197754000001,7324.15625,7195.527344,7217.427245999999,7217.427245999999,16350490689.0
708,2019-12-12,7035000,7035000,5036395000,0.025059,0.025065,0.023425,0.023714,0.023714,10329013.0,7216.73877,7266.639648,7164.741211,7243.134276999999,7243.134276999999,18927080224.0
709,2019-12-13,7150000,7150000,5043545000,0.023739,0.024850999999999998,0.023524,0.024193,0.024193,10774374.0,7244.662109000001,7293.560547,7227.122559,7269.68457,7269.68457,17125736940.0
710,2019-12-14,7245000,7245000,5050790000,0.024193,0.024266,0.022192,0.022572,0.022572,7940676.0,7268.902831999999,7308.836426000001,7097.208984000001,7124.673828,7124.673828,17137029730.0
711,2019-12-15,7125000,7125000,5057915000,0.022572,0.023274,0.022218,0.023119999999999998,0.023119999999999998,5899423.0,7124.239745999999,7181.075684,6924.375977,7152.301758,7152.301758,16881129804.0
712,2019-12-16,7185000,7185000,5065100000,0.023091999999999998,0.023666,0.021931,0.0221,0.0221,8227851.0,7153.663086,7171.168945,6903.682617,6932.480469,6932.480469,20213265950.0
713,2019-12-17,7120000,7120000,5072220000,0.0221,0.022313,0.020187,0.020475,0.020475,7023648.0,6931.31543,6964.075195,6587.974121,6640.515136999999,6640.515136999999,22363804217.0
714,2019-12-18,7105000,7105000,5079325000,0.020475,0.022705,0.020059,0.022639,0.022639,7211169.0,6647.698242,7324.984863,6540.049316,7276.802734000001,7276.802734000001,31836522778.0
715,2019-12-19,7065000,7065000,5086390000,0.022639,0.023486,0.02188,0.023047,0.023047,7981459.0,7277.59082,7346.602539,7041.381836,7202.844238,7202.844238,25904604416.0
716,2019-12-20,7215000,7215000,5093605000,0.023047,0.024344,0.023002,0.023753,0.023753,8485819.0,7208.636719,7257.921875,7086.124023,7218.816406,7218.816406,22633815180.0
717,2019-12-21,7085000,7085000,5100690000,0.023753,0.024078,0.022635,0.022906,0.022906,6044255.0,7220.59375,7223.226073999999,7112.73584,7191.158691,7191.158691,19312552168.0
718,2019-12-22,7145000,7145000,5107835000,0.022919,0.023645,0.022586000000000002,0.023599000000000002,0.023599000000000002,5941159.0,7191.188477,7518.033203,7167.179198999999,7511.588867,7511.588867,23134537956.0
719,2019-12-23,7190000,7190000,5115025000,0.023597999999999997,0.023861,0.022713,0.022841999999999998,0.022841999999999998,5958995.0,7508.902344,7656.17627,7326.192383,7355.628418000001,7355.628418000001,27831788041.0
720,2019-12-24,7200000,7200000,5122225000,0.022852,0.023461000000000003,0.022556,0.02333,0.02333,5141621.0,7354.393066,7535.716797,7269.528809,7322.532227,7322.532227,22991622105.0
721,2019-12-25,7250000,7250000,5129475000,0.023309,0.023477,0.022033,0.022446,0.022446,8508855.0,7325.755859000001,7357.02002,7220.991211,7275.155762,7275.155762,21559505149.0
722,2019-12-26,7085000,7085000,5136560000,0.022446,0.022882,0.022119,0.022241999999999998,0.022241999999999998,5458491.0,7274.799316,7388.302734000001,7200.386719,7238.966797,7238.966797,22787010034.0
723,2019-12-27,7285000,7285000,5143845000,0.022234,0.022688,0.022123,0.022445,0.022445,4277531.0,7238.141113,7363.529297,7189.934081999999,7290.088379000001,7290.088379000001,22777360996.0
724,2019-12-28,7220000,7220000,5151065000,0.02244,0.022841999999999998,0.022428,0.022548,0.022548,4114452.0,7289.03125,7399.041015999999,7286.905273,7317.990234000001,7317.990234000001,21365673026.0
725,2019-12-29,7075000,7075000,5158140000,0.022538,0.023357,0.022484999999999998,0.02282,0.02282,6738064.0,7317.647461,7513.948242,7279.865234000001,7422.652831999999,7422.652831999999,22445257702.0
726,2019-12-30,7200000,7200000,5165340000,0.022846,0.022956,0.02229,0.022458000000000002,0.022458000000000002,4545640.0,7420.272948999999,7454.824219,7276.308105,7292.995117,7292.995117,22874131672.0
727,2019-12-31,7150000,7150000,5172490000,0.022463,0.023424,0.022355,0.022933000000000002,0.022933000000000002,9133265.0,7294.438965,7335.290039,7169.777831999999,7193.599120999999,7193.599120999999,21167946112.0
728,2020-01-01,7180000,7180000,5179670000,0.022923,0.02337,0.022543999999999998,0.022726,0.022726,6226483.0,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997.0
729,2020-01-02,7065000,7065000,5186735000,0.02271,0.023119999999999998,0.0219,0.023043,0.023043,9982543.0,7202.55127,7212.155273,6935.27002,6985.470215,6985.470215,20802083465.0
730,2020-01-03,7275000,7275000,5194010000,0.023002,0.023258,0.021915,0.023056,0.023056,12960992.0,6984.428711,7413.715331999999,6914.996094,7344.884276999999,7344.884276999999,28111481032.0
731,2020-01-04,7135000,7135000,5201145000,0.023046,0.02335,0.022695,0.023131,0.023131,5319429.0,7345.375488,7427.385742,7309.51416,7410.656738,7410.656738,18444271275.0
732,2020-01-05,7130000,7130000,5208275000,0.0231,0.023639,0.023072,0.023305000000000003,0.023305000000000003,5985140.0,7410.45166,7544.49707,7400.535645,7411.317383,7411.317383,19725074095.0
733,2020-01-06,7230000,7230000,5215505000,0.023321,0.024161000000000002,0.023227,0.024122,0.024122,8554283.0,7410.452148,7781.867187999999,7409.292969,7769.219238,7769.219238,23276261598.0
734,2020-01-07,7125000,7125000,5222630000,0.024118999999999998,0.024809,0.023924,0.024596,0.024596,11219275.0,7768.682129000001,8178.21582,7768.227539,8163.692383,8163.692383,28767291327.0
735,2020-01-08,7170000,7170000,5229800000,0.02459,0.0249,0.02332,0.024145,0.024145,14016785.0,8161.935547,8396.738281,7956.774414,8079.862793000001,8079.862793000001,31672559265.0
736,2020-01-09,7180000,7180000,5236980000,0.024123,0.024277,0.02342,0.023579,0.023579,5480062.0,8082.295898,8082.295898,7842.403809,7879.071289,7879.071289,24045990466.0
737,2020-01-10,7245000,7245000,5244225000,0.023579,0.023923,0.023043,0.023923,0.023923,6141812.0,7878.307617,8166.554198999999,7726.774901999999,8166.554198999999,8166.554198999999,28714583844.0
738,2020-01-11,7115000,7115000,5251340000,0.023911,0.024455,0.023659,0.02393,0.02393,6079444.0,8162.190918000001,8218.359375,8029.64209,8037.537598000001,8037.537598000001,25521165085.0
739,2020-01-12,7115000,7115000,5258455000,0.023933000000000003,0.024288999999999998,0.023821000000000002,0.024057,0.024057,3902640.0,8033.261719,8200.063477,8009.059081999999,8192.494141,8192.494141,22903438381.0
740,2020-01-13,7070000,7070000,5265525000,0.024024,0.024156,0.023431999999999998,0.023675,0.023675,4794844.0,8189.771973000001,8197.788086,8079.700684,8144.194336,8144.194336,22482910688.0
741,2020-01-14,7165000,7165000,5272690000,0.023694,0.02535,0.023523,0.02487,0.02487,14705564.0,8140.933105,8879.511719,8140.933105,8827.764648,8827.764648,44841784107.0
742,2020-01-15,7245000,7245000,5279935000,0.024874,0.027122000000000004,0.024485,0.026847000000000003,0.026847000000000003,22137524.0,8825.34375,8890.117188,8657.1875,8807.010742,8807.010742,40102834650.0
743,2020-01-16,7160000,7160000,5287095000,0.026839,0.026909,0.024801,0.026269,0.026269,15515574.0,8812.481445,8846.460938,8612.095703,8723.786133,8723.786133,31313981931.0
744,2020-01-17,7155000,7155000,5294250000,0.026260000000000002,0.028248000000000002,0.026122000000000003,0.028079000000000003,0.028079000000000003,22597201.0,8725.209961,8958.12207,8677.316406,8929.038086,8929.038086,36372139320.0
745,2020-01-18,7210000,7210000,5301460000,0.028074,0.028275,0.027127999999999996,0.027288999999999997,0.027288999999999997,11377628.0,8927.211914,9012.198242,8827.332031,8942.808594,8942.808594,32337772627.0
746,2020-01-19,7170000,7170000,5308630000,0.027306999999999998,0.027807,0.02576,0.026164,0.026164,10457932.0,8941.445313,9164.362305,8620.080078,8706.245117,8706.245117,34217320471.0
747,2020-01-20,7180000,7180000,5315810000,0.026155,0.026306,0.025437,0.02597,0.02597,6751634.0,8704.631836,8745.59082,8560.473633,8657.642578,8657.642578,26422375678.0
748,2020-01-21,7110000,7110000,5322920000,0.025937,0.027056,0.025744,0.026588999999999998,0.026588999999999998,13142107.0,8658.991211,8755.706055,8544.520508,8745.894531,8745.894531,24097418512.0
749,2020-01-22,7110000,7110000,5330030000,0.026607,0.02698,0.026429,0.026632999999999997,0.026632999999999997,5660220.0,8744.210938,8792.994141,8636.74707,8680.875977,8680.875977,22600204051.0
750,2020-01-23,7225000,7225000,5337255000,0.026638,0.026751999999999998,0.0253,0.025534,0.025534,5633389.0,8680.650391,8687.74707,8333.637695,8406.515625,8406.515625,25770680779.0
751,2020-01-24,7190000,7190000,5344445000,0.025537999999999998,0.026188999999999997,0.024958,0.025847000000000002,0.025847000000000002,5779272.0,8405.567383,8514.666992,8266.84082,8445.43457,8445.43457,24397913026.0
752,2020-01-25,7110000,7110000,5351555000,0.025843,0.026126999999999997,0.025278,0.025894999999999998,0.025894999999999998,5567264.0,8440.119141,8458.453125,8296.21875,8367.847656,8367.847656,19647331549.0
753,2020-01-26,7165000,7165000,5358720000,0.025893,0.026583999999999997,0.02576,0.026406,0.026406,5643423.0,8364.410156,8602.401367,8325.498047,8596.830078,8596.830078,22177678796.0
754,2020-01-27,7180000,7180000,5365900000,0.026434,0.027045,0.026174,0.026851,0.026851,8592827.0,8597.308594,8977.726563,8597.308594,8909.819336,8909.819336,28647338393.0
755,2020-01-28,7155000,7155000,5373055000,0.02685,0.0275,0.026458999999999996,0.027489,0.027489,8396331.0,8912.524414,9358.589844,8908.447266,9358.589844,9358.589844,34398744403.0
756,2020-01-29,7105000,7105000,5380160000,0.027504,0.027504,0.026576,0.027058999999999996,0.027058999999999996,8378863.0,9357.470703,9406.431641,9269.467773,9316.629883,9316.629883,30682598115.0
757,2020-01-30,7205000,7205000,5387365000,0.027038,0.027915,0.026948000000000003,0.027847000000000004,0.027847000000000004,9918923.0,9316.016602,9553.125977,9230.897461,9508.993164,9508.993164,32378792851.0
758,2020-01-31,7135000,7135000,5394500000,0.027849000000000002,0.028061000000000003,0.026989,0.027563,0.027563,7267103.0,9508.313477,9521.706055,9230.776367,9350.529297,9350.529297,29432489719.0
759,2020-02-01,7165000,7165000,5401665000,0.027537,0.027869,0.027231,0.027705,0.027705,5685381.0,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496.0
760,2020-02-02,7200000,7200000,5408865000,0.027718,0.028834,0.027211000000000003,0.028299,0.028299,11718674.0,9389.820313,9468.797852,9217.824219,9344.365234,9344.365234,30835736946.0
761,2020-02-03,7120000,7120000,5415985000,0.028299,0.031258999999999995,0.028219,0.030562,0.030562,21787637.0,9344.683594,9540.37207,9248.633789,9293.521484,9293.521484,30934096509.0
762,2020-02-04,7165000,7165000,5423150000,0.030557,0.032398,0.030272000000000004,0.031499,0.031499,26865882.0,9292.841797,9331.265625,9112.811523,9180.962891,9180.962891,29893183716.0
763,2020-02-05,7185000,7185000,5430335000,0.031502999999999996,0.03195,0.030409,0.031626999999999995,0.031626999999999995,24457076.0,9183.416016,9701.299805,9163.704102,9613.423828,9613.423828,35222060874.0
764,2020-02-06,7110000,7110000,5437445000,0.031636000000000004,0.035224,0.031425,0.034265,0.034265,32960323.0,9617.821289,9824.619141,9539.818359,9729.801758,9729.801758,37628823716.0
765,2020-02-07,7195000,7195000,5444640000,0.034303,0.037396,0.034269,0.036259,0.036259,34976709.0,9726.00293,9834.716797,9726.00293,9795.943359,9795.943359,34522718159.0
766,2020-02-08,7115000,7115000,5451755000,0.036308,0.03638,0.033177,0.033772,0.033772,33311952.0,9793.070313,9876.749023,9678.910156,9865.119141,9865.119141,35172043762.0
767,2020-02-09,7165000,7165000,5458920000,0.033781,0.035299000000000004,0.032577999999999996,0.034431,0.034431,29025362.0,9863.894531,10129.435547,9850.392578,10116.673828,10116.673828,35807884663.0
768,2020-02-10,7170000,7170000,5466090000,0.034326999999999996,0.03475,0.032219,0.033781,0.033781,27608556.0,10115.55957,10165.765625,9784.563477,9856.611328,9856.611328,39386548075.0
769,2020-02-11,7175000,7175000,5473265000,0.033779,0.035219,0.032409,0.034508,0.034508,28151923.0,9855.891602,10210.052734,9729.334961,10208.236328,10208.236328,37648059389.0
770,2020-02-12,7180000,7180000,5480445000,0.034506999999999996,0.037917,0.034453,0.036979000000000005,0.036979000000000005,36489692.0,10202.387695,10393.611328,10202.387695,10326.054688,10326.054688,43444303830.0
771,2020-02-13,7125000,7125000,5487570000,0.036971,0.037581,0.034856,0.036264,0.036264,26003385.0,10323.960938,10457.626953,10116.161133,10214.379883,10214.379883,49356071373.0
772,2020-02-14,7200000,7200000,5494770000,0.03622,0.041542,0.035884,0.040192,0.040192,66877669.0,10211.550781,10321.996094,10125.53418,10312.116211,10312.116211,43338264162.0
773,2020-02-15,7135000,7135000,5501905000,0.040192,0.041303,0.036634,0.037031,0.037031,31003907.0,10313.856445,10341.555664,9874.427734,9889.424805,9889.424805,43865054831.0
774,2020-02-16,7090000,7090000,5508995000,0.037084,0.0383,0.032554,0.035435,0.035435,32917808.0,9889.179688,10053.96875,9722.386719,9934.433594,9934.433594,43374780305.0
775,2020-02-17,7220000,7220000,5516215000,0.035477,0.035477,0.03095,0.033175,0.033175,34276992.0,9936.560547,9938.81543,9507.637695,9690.142578,9690.142578,45998298413.0
776,2020-02-18,7115000,7115000,5523330000,0.033083,0.034616,0.03197,0.034515,0.034515,26168480.0,9691.230469,10161.935547,9632.382813,10141.996094,10141.996094,47271023953.0
777,2020-02-19,7150000,7150000,5530480000,0.034532,0.035002,0.031073000000000003,0.031088,0.031088,16379287.0,10143.798828,10191.675781,9611.223633,9633.386719,9633.386719,46992019710.0
778,2020-02-20,7305000,7305000,5537785000,0.031092,0.031488,0.029876999999999997,0.030713,0.030713,19637218.0,9629.325195,9643.216797,9507.900391,9608.475586,9608.475586,44925260237.0
779,2020-02-21,7055000,7055000,5544840000,0.030708,0.031897,0.030557,0.031219999999999998,0.031219999999999998,16010345.0,9611.782227,9723.014648,9589.743164,9686.441406,9686.441406,40930547513.0
780,2020-02-22,7065000,7065000,5551905000,0.031161,0.031293,0.030032,0.030275999999999997,0.030275999999999997,11353171.0,9687.707031,9698.231445,9600.728516,9663.181641,9663.181641,35838025154.0
781,2020-02-23,7220000,7220000,5559125000,0.030284,0.031973,0.030243,0.031771,0.031771,13541200.0,9663.318359,9937.404297,9657.791016,9924.515625,9924.515625,41185185761.0
782,2020-02-24,7185000,7185000,5566310000,0.031748,0.032192,0.028843999999999998,0.029564999999999998,0.029564999999999998,19381789.0,9921.583008,9951.746094,9537.042969,9650.174805,9650.174805,45080496648.0
783,2020-02-25,7075000,7075000,5573385000,0.029559,0.029602,0.027073000000000003,0.027499000000000003,0.027499000000000003,24675905.0,9651.3125,9652.737305,9305.021484,9341.705078,9341.705078,42515259129.0
784,2020-02-26,7220000,7220000,5580605000,0.027488,0.027563999999999998,0.02474,0.026018,0.026018,25617834.0,9338.290039,9354.77832,8704.426758,8820.522461,8820.522461,50420050762.0
785,2020-02-27,7120000,7120000,5587725000,0.025970999999999998,0.027411,0.024814,0.026924,0.026924,23440749.0,8825.09375,8932.892578,8577.199219,8784.494141,8784.494141,45470195695.0
786,2020-02-28,7190000,7190000,5594915000,0.026918,0.02725,0.024799,0.025935000000000003,0.025935000000000003,16770481.0,8788.728516,8890.456055,8492.932617,8672.455078,8672.455078,44605450443.0
787,2020-02-29,7145000,7145000,5602060000,0.025935000000000003,0.026694,0.025454,0.025783999999999998,0.025783999999999998,10556572.0,8671.212891,8775.631836,8599.508789,8599.508789,8599.508789,35792392544.0
788,2020-03-01,7090000,7090000,5609150000,0.025764999999999996,0.026126,0.024603,0.025065999999999998,0.025065999999999998,9259434.0,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300.0
789,2020-03-02,7245000,7245000,5616395000,0.025044,0.026691000000000003,0.02496,0.026371,0.026371,11419253.0,8563.264648,8921.308594,8532.630859,8869.669922,8869.669922,42857674409.0
790,2020-03-03,7140000,7140000,5623535000,0.026358,0.026487,0.025653,0.026014,0.026014,10262460.0,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715821.0
791,2020-03-04,7165000,7165000,5630700000,0.026008,0.027833999999999998,0.02592,0.027551999999999997,0.027551999999999997,22723656.0,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368.0
792,2020-03-05,7150000,7150000,5637850000,0.027556,0.029141000000000004,0.027512,0.028406999999999998,0.028406999999999998,20796874.0,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597.0
793,2020-03-06,7135000,7135000,5644985000,0.028406999999999998,0.028585000000000003,0.027427999999999998,0.027860000000000003,0.027860000000000003,16477856.0,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885651.0
794,2020-03-07,7180000,7180000,5652165000,0.027882999999999998,0.028682999999999997,0.026616,0.026636,0.026636,17199510.0,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930370.0
795,2020-03-08,7125000,7125000,5659290000,0.026632,0.026637,0.02338,0.023462,0.023462,15862168.0,8908.206055,8914.34375,8105.25293,8108.116211,8108.116211,39973102121.0
796,2020-03-09,7095000,7095000,5666385000,0.023437,0.02402,0.022072,0.023413999999999997,0.023413999999999997,16853852.0,8111.146484000001,8177.793456999999,7690.098145,7923.644531,7923.644531,46936995808.0
797,2020-03-10,7235000,7235000,5673620000,0.023494,0.024133,0.022862999999999998,0.023556,0.023556,10766368.0,7922.146973000001,8136.945312999999,7814.763184,7909.729492,7909.729492,42213940994.0
798,2020-03-11,7125000,7125000,5680745000,0.023561000000000002,0.024069,0.021969,0.023135,0.023135,12336651.0,7910.089844,7950.814453,7642.8125,7911.430176000001,7911.430176000001,38682762605.0
799,2020-03-12,7175000,7175000,5687920000,0.023153999999999997,0.023253,0.01167,0.011746,0.011746,20790448.0,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243.0
800,2020-03-13,7175000,7175000,5695095000,0.01174,0.015466999999999998,0.008794,0.014349,0.014349,24249779.0,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772075.0
801,2020-03-14,7120000,7120000,5702215000,0.014396,0.015263999999999998,0.013415,0.013616,0.013616,9054775.0,5573.077636999999,5625.226563,5125.069336,5200.366211,5200.366211,36154506008.0
